Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,B08604,Daytime Population,id,Geographic Area Name
6791,2233,51.9,48.1,75302,81223,3356.429289,7307.429289,1400000US48439111028,"Census Tract 1110.28, Tarrant County, Texas"
7272,2173,69.4,30.6,89121,98735,3594.161948,7845.161948,1400000US48439111029,"Census Tract 1110.29, Tarrant County, Texas"
4209,1510,67.3,32.7,83500,93820,2080.284329,4290.284329,1400000US48439111030,"Census Tract 1110.30, Tarrant County, Texas"
1700,606,78.9,21.1,113997,123446,840.2193772,1607.219377,1400000US48439111031,"Census Tract 1110.31, Tarrant County, Texas"
5774,2016,72.1,27.9,116057,132339,2853.780402,5523.780402,1400000US48439111032,"Census Tract 1110.32, Tarrant County, Texas"
4370,1504,63.4,36.6,104975,110497,2159.858046,4376.858046,1400000US48439111033,"Census Tract 1110.33, Tarrant County, Texas"
5987,1980,34.9,65,41846,53575,2959.054948,6706.054948,1400000US48439111102,"Census Tract 1111.02, Tarrant County, Texas"
4262,1131,48.1,51.9,52958,56432,2106.479403,4622.479403,1400000US48439111103,"Census Tract 1111.03, Tarrant County, Texas"
2849,1007,35.3,64.7,43883,53621,1408.108827,3231.108827,1400000US48439111104,"Census Tract 1111.04, Tarrant County, Texas"
6232,2356,47.3,52.7,48007,58365,3080.145387,6775.145387,1400000US48439111202,"Census Tract 1112.02, Tarrant County, Texas"
7557,2550,64.5,35.5,88668,97363,3735.022255,8061.022255,1400000US48439111203,"Census Tract 1112.03, Tarrant County, Texas"
4437,1894,63.1,36.9,75066,114520,2192.972574,4526.972574,1400000US48439111204,"Census Tract 1112.04, Tarrant County, Texas"
7560,2671,67,33,92049,99528,3736.504995,7531.504995,1400000US48439111304,"Census Tract 1113.04, Tarrant County, Texas"
5442,1931,59.4,40.6,73241,87645,2689.6905,5604.6905,1400000US48439111306,"Census Tract 1113.06, Tarrant County, Texas"
3294,1232,65,35,49595,64329,1628.048605,3334.048605,1400000US48439111307,"Census Tract 1113.07, Tarrant County, Texas"
2054,819,47.7,52.3,70938,91076,1015.182706,1964.182706,1400000US48439111308,"Census Tract 1113.08, Tarrant County, Texas"
4356,1442,49.2,50.9,55417,72075,2152.938592,4488.938592,1400000US48439111309,"Census Tract 1113.09, Tarrant County, Texas"
7366,2485,74.8,25.2,119063,134957,3640.621137,6972.621137,1400000US48439111311,"Census Tract 1113.11, Tarrant County, Texas"
3361,1199,87,13,150903,176776,1661.163133,3305.163133,1400000US48439111312,"Census Tract 1113.12, Tarrant County, Texas"
8133,2181,80.9,19.1,120515,137325,4019.70835,8686.70835,1400000US48439111314,"Census Tract 1113.14, Tarrant County, Texas"
4413,1139,68,32,70497,84189,2181.110654,4832.110654,1400000US48439111315,"Census Tract 1113.15, Tarrant County, Texas"
6683,1795,60.4,39.5,94326,114491,3303.050646,6741.050646,1400000US48439111316,"Census Tract 1113.16, Tarrant County, Texas"
4517,1739,66.1,33.9,89337,141575,2232.51231,4618.51231,1400000US48439111317,"Census Tract 1113.17, Tarrant County, Texas"
5965,2338,56.8,43.1,83158,99238,2948.181521,6663.181521,1400000US48439111318,"Census Tract 1113.18, Tarrant County, Texas"
8482,2797,68.6,31.4,122143,149036,4192.200446,8502.200446,1400000US48439111319,"Census Tract 1113.19, Tarrant County, Texas"
4584,1388,82.1,17.9,126202,129078,2265.626838,4785.626838,1400000US48439111320,"Census Tract 1113.20, Tarrant County, Texas"
6933,2258,71,29.1,80696,98999,3426.612319,7037.612319,1400000US48439111402,"Census Tract 1114.02, Tarrant County, Texas"
2489,1055,55.8,44.2,52782,65320,1230.180018,2689.180018,1400000US48439111405,"Census Tract 1114.05, Tarrant County, Texas"
4304,1363,75.3,24.8,122269,134490,2127.237764,4131.237764,1400000US48439111406,"Census Tract 1114.06, Tarrant County, Texas"
3447,1168,79.3,20.6,125337,116104,1703.668349,3524.668349,1400000US48439111407,"Census Tract 1114.07, Tarrant County, Texas"
4102,1745,71.7,28.4,73047,104351,2027.399933,3863.399933,1400000US48439111408,"Census Tract 1114.08, Tarrant County, Texas"
5300,1843,77.5,22.6,129151,143456,2619.50747,4830.50747,1400000US48439111409,"Census Tract 1114.09, Tarrant County, Texas"
3193,1894,66.7,33.3,46767,60007,1578.129689,2995.129689,1400000US48439111410,"Census Tract 1114.10, Tarrant County, Texas"
5599,2052,58.3,41.7,100801,113143,2767.287231,5111.287231,1400000US48439111411,"Census Tract 1114.11, Tarrant County, Texas"
4937,1857,68.2,31.9,76346,80564,2440.095921,5100.095921,1400000US48439111505,"Census Tract 1115.05, Tarrant County, Texas"
6944,2866,60.2,39.7,53860,80545,3432.049032,7180.049032,1400000US48439111506,"Census Tract 1115.06, Tarrant County, Texas"
4957,1370,53.6,46.4,77939,93572,2449.980855,4915.980855,1400000US48439111513,"Census Tract 1115.13, Tarrant County, Texas"
5993,1901,64.5,35.5,71544,78874,2962.020428,5550.020428,1400000US48439111514,"Census Tract 1115.14, Tarrant County, Texas"
7201,2264,57,43,69391,75446,3559.070432,6762.070432,1400000US48439111516,"Census Tract 1115.16, Tarrant County, Texas"
6925,2236,41.4,58.5,67727,73484,3422.658345,7377.658345,1400000US48439111522,"Census Tract 1115.22, Tarrant County, Texas"
6876,2107,44.9,55.2,62292,67595,3398.440257,7034.440257,1400000US48439111525,"Census Tract 1115.25, Tarrant County, Texas"
4645,1802,64.7,35.3,61875,71603,2295.775887,4626.775887,1400000US48439111526,"Census Tract 1115.26, Tarrant County, Texas"
3742,1415,70.2,29.8,87222,106971,1849.471123,3844.471123,1400000US48439111529,"Census Tract 1115.29, Tarrant County, Texas"
5600,2250,71.8,28.2,98721,128047,2767.781478,5154.781478,1400000US48439111530,"Census Tract 1115.30, Tarrant County, Texas"
4438,1649,73.7,26.4,78590,91488,2193.466821,4291.466821,1400000US48439111531,"Census Tract 1115.31, Tarrant County, Texas"
6908,2766,68.5,31.6,86579,101775,3414.256152,6443.256152,1400000US48439111532,"Census Tract 1115.32, Tarrant County, Texas"
5799,1888,77.9,22.1,116350,136383,2866.13657,5293.13657,1400000US48439111533,"Census Tract 1115.33, Tarrant County, Texas"
6547,2363,66.3,33.5,86977,97559,3235.833096,6507.833096,1400000US48439111534,"Census Tract 1115.34, Tarrant County, Texas"
3799,1577,58.4,41.5,48413,58475,1877.643185,3452.643185,1400000US48439111536,"Census Tract 1115.36, Tarrant County, Texas"
5888,2187,54.1,45.8,80820,81477,2910.124525,5390.124525,1400000US48439111538,"Census Tract 1115.38, Tarrant County, Texas"
6577,2135,54.8,45.2,69408,81448,3250.660496,6155.660496,1400000US48439111540,"Census Tract 1115.40, Tarrant County, Texas"
3937,1345,59.3,40.8,69850,75036,1945.849228,3827.849228,1400000US48439111541,"Census Tract 1115.41, Tarrant County, Texas"
5994,1871,58.8,41.3,102500,111977,2962.514675,5246.514675,1400000US48439111542,"Census Tract 1115.42, Tarrant County, Texas"
8097,2480,50.5,49.6,55469,78653,4001.915469,8448.915469,1400000US48439111543,"Census Tract 1115.43, Tarrant County, Texas"
8298,2579,58.3,41.7,77993,83425,4101.259054,8533.259054,1400000US48439111544,"Census Tract 1115.44, Tarrant County, Texas"
2212,904,72,28,108750,182840,1093.273684,2247.273684,1400000US48439111545,"Census Tract 1115.45, Tarrant County, Texas"
7341,2346,66.7,33.3,100654,104627,3628.264969,7068.264969,1400000US48439111546,"Census Tract 1115.46, Tarrant County, Texas"
7618,2399,77.7,22.3,117188,133336,3765.171303,7183.171303,1400000US48439111551,"Census Tract 1115.51, Tarrant County, Texas"
3294,1456,67,33,74828,94519,1628.048605,3314.048605,1400000US48439111552,"Census Tract 1115.52, Tarrant County, Texas"
4179,2023,60.1,39.9,51120,62723,2065.456928,4016.456928,1400000US48439111553,"Census Tract 1115.53, Tarrant County, Texas"
4260,1383,61,38.9,106969,104628,2105.49091,3828.49091,1400000US48439111554,"Census Tract 1115.54, Tarrant County, Texas"
4733,1530,65.6,34.5,114044,106575,2339.269595,4527.269595,1400000US48439111555,"Census Tract 1115.55, Tarrant County, Texas"
4695,1880,46,54,54917,57936,2320.488221,4778.488221,1400000US48439111556,"Census Tract 1115.56, Tarrant County, Texas"
2454,802,40.3,59.7,52667,55362,1212.881383,2529.881383,1400000US48439111557,"Census Tract 1115.57, Tarrant County, Texas"
6670,1910,46.6,53.3,58611,66474,3296.625439,6937.625439,1400000US48439111558,"Census Tract 1115.58, Tarrant County, Texas"
1667,1032,85,15.1,52926,63425,823.9092363,1498.909236,1400000US48439111559,"Census Tract 1115.59, Tarrant County, Texas"
6842,1782,63.1,37,71076,86303,3381.63587,6232.63587,1400000US48439111560,"Census Tract 1115.60, Tarrant County, Texas"
4866,1338,40.3,59.6,67484,78420,2405.004406,4619.004406,1400000US48439111561,"Census Tract 1115.61, Tarrant County, Texas"
6534,1447,64.3,35.7,111250,108852,3229.407889,6830.407889,1400000US48439111562,"Census Tract 1115.62, Tarrant County, Texas"
4381,1263,62.4,37.5,104663,127541,2165.29476,4146.29476,1400000US48439111563,"Census Tract 1115.63, Tarrant County, Texas"
4306,1366,66.3,33.7,95347,105816,2128.226258,4303.226258,1400000US48439111564,"Census Tract 1115.64, Tarrant County, Texas"
5159,1784,87.1,13,121992,134939,2549.818686,5016.818686,1400000US48439111565,"Census Tract 1115.65, Tarrant County, Texas"
6823,1875,76.5,23.5,166384,165693,3372.245183,7012.245183,1400000US48439111566,"Census Tract 1115.66, Tarrant County, Texas"
9371,1998,74.4,25.6,88855,109396,4631.585755,10251.58576,1400000US48439111567,"Census Tract 1115.67, Tarrant County, Texas"
7802,2175,66.9,33.2,93167,102383,3856.112695,7309.112695,1400000US48439111568,"Census Tract 1115.68, Tarrant County, Texas"
4006,1588,50.2,49.8,41689,52434,1979.95225,3876.95225,1400000US48439111569,"Census Tract 1115.69, Tarrant County, Texas"
5466,1545,54.2,45.7,54500,59654,2701.552421,5419.552421,1400000US48439111570,"Census Tract 1115.70, Tarrant County, Texas"
3185,1334,62.7,37.3,57870,67056,1574.175716,3110.175716,1400000US48439111571,"Census Tract 1115.71, Tarrant County, Texas"
2646,878,56.3,43.8,73158,93018,1307.776748,2368.776748,1400000US48439111572,"Census Tract 1115.72, Tarrant County, Texas"
1030,590,73.7,26.2,70682,102038,509.0740932,924.0740932,1400000US48439113003,"Census Tract 1130.03, Tarrant County, Texas"
2646,1116,73.4,26.6,108129,114338,1307.776748,2315.776748,1400000US48439113004,"Census Tract 1130.04, Tarrant County, Texas"
2159,796,30.3,69.6,-,50753,1067.078609,1796.078609,1400000US48439113005,"Census Tract 1130.05, Tarrant County, Texas"
1307,681,44.4,55.6,46328,54707,645.9804271,1281.980427,1400000US48439113006,"Census Tract 1130.06, Tarrant County, Texas"
2975,1266,38.9,61.1,40917,40348,1470.38391,3025.38391,1400000US48439113007,"Census Tract 1130.07, Tarrant County, Texas"
4838,2547,69.5,30.4,64375,86933,2391.165498,4233.165498,1400000US48439113102,"Census Tract 1131.02, Tarrant County, Texas"
3806,2600,62.8,37.1,42451,61580,1881.102912,3164.102912,1400000US48439113104,"Census Tract 1131.04, Tarrant County, Texas"
2040,1027,87.8,12.1,84297,97400,1008.263253,2193.263253,1400000US48439113107,"Census Tract 1131.07, Tarrant County, Texas"
4593,1698,78.1,21.8,132500,150687,2270.075059,4343.075059,1400000US48439113108,"Census Tract 1131.08, Tarrant County, Texas"
3877,2016,61.7,38.4,48889,64203,1916.194427,3545.194427,1400000US48439113109,"Census Tract 1131.09, Tarrant County, Texas"
4785,3026,59.8,40.2,56875,62763,2364.970423,4043.970423,1400000US48439113110,"Census Tract 1131.10, Tarrant County, Texas"
2204,1197,85.6,14.4,68417,125078,1089.31971,1924.31971,1400000US48439113112,"Census Tract 1131.12, Tarrant County, Texas"
3799,2022,55.7,44.2,47995,62311,1877.643185,3565.643185,1400000US48439113115,"Census Tract 1131.15, Tarrant County, Texas"
3928,2279,52.6,47.4,42690,55734,1941.401008,3544.401008,1400000US48439113116,"Census Tract 1131.16, Tarrant County, Texas"
1928,1300,52.4,47.6,35755,43578,952.9076231,1620.907623,1400000US48439113117,"Census Tract 1131.17, Tarrant County, Texas"
3062,1509,51.2,48.7,35893,39000,1513.383372,3342.383372,1400000US48439113118,"Census Tract 1131.18, Tarrant County, Texas"
3864,2174,73.8,26.3,52595,88505,1909.76922,3620.76922,1400000US48439113119,"Census Tract 1131.19, Tarrant County, Texas"
3302,1027,93.6,6.3,193868,215243,1632.002579,3154.002579,1400000US48439113120,"Census Tract 1131.20, Tarrant County, Texas"
730,815,75.9,24.1,51731,64029,360.8000855,519.8000855,1400000US48439113121,"Census Tract 1131.21, Tarrant County, Texas"
3097,1771,79.6,20.4,77157,77166,1530.682007,2403.682007,1400000US48439113122,"Census Tract 1131.22, Tarrant County, Texas"
5394,2313,62.6,37.4,50921,61375,2665.966659,5721.966659,1400000US48439113206,"Census Tract 1132.06, Tarrant County, Texas"
3946,1541,74.4,25.6,98144,109584,1950.297448,3803.297448,1400000US48439113207,"Census Tract 1132.07, Tarrant County, Texas"
8417,3215,72.7,27.4,108586,128885,4160.074411,8253.074411,1400000US48439113210,"Census Tract 1132.10, Tarrant County, Texas"
4675,1834,67.2,32.8,91846,105417,2310.603287,4675.603287,1400000US48439113212,"Census Tract 1132.12, Tarrant County, Texas"
3635,1353,48.3,51.7,57703,67098,1796.586727,3555.586727,1400000US48439113213,"Census Tract 1132.13, Tarrant County, Texas"
6106,2154,61.5,38.4,71653,87567,3017.870304,5972.870304,1400000US48439113214,"Census Tract 1132.14, Tarrant County, Texas"
5023,1871,57.6,42.5,75610,86641,2482.601136,4914.601136,1400000US48439113215,"Census Tract 1132.15, Tarrant County, Texas"
4915,2464,58.8,41.3,61757,74568,2429.222493,4682.222493,1400000US48439113216,"Census Tract 1132.16, Tarrant County, Texas"
4518,1921,62.8,37.2,73518,80878,2233.006557,4345.006557,1400000US48439113217,"Census Tract 1132.17, Tarrant County, Texas"
2905,1316,77.4,22.5,112759,135095,1435.786642,2627.786642,1400000US48439113218,"Census Tract 1132.18, Tarrant County, Texas"
6531,2665,69.5,30.6,75714,94420,3227.925149,6368.925149,1400000US48439113221,"Census Tract 1132.21, Tarrant County, Texas"
3899,1609,36.4,63.6,44623,55411,1927.067854,3742.067854,1400000US48439113222,"Census Tract 1132.22, Tarrant County, Texas"
3333,1419,65.9,34.1,54273,64880,1647.324226,3299.324226,1400000US48439113223,"Census Tract 1132.23, Tarrant County, Texas"
3485,1402,64.6,35.4,76604,94620,1722.449723,3173.449723,1400000US48439113301,"Census Tract 1133.01, Tarrant County, Texas"
4973,1729,44.4,55.7,52006,67760,2457.888802,5284.888802,1400000US48439113302,"Census Tract 1133.02, Tarrant County, Texas"
2641,990,71,29,77969,88546,1305.305515,2752.305515,1400000US48439113403,"Census Tract 1134.03, Tarrant County, Texas"
5787,2158,51.7,48.4,51932,64200,2860.205609,5999.205609,1400000US48439113404,"Census Tract 1134.04, Tarrant County, Texas"
6136,2011,49.3,50.7,51231,71796,3032.697705,6400.697705,1400000US48439113407,"Census Tract 1134.07, Tarrant County, Texas"
5050,2352,58.4,41.6,52434,62890,2495.945797,5115.945797,1400000US48439113408,"Census Tract 1134.08, Tarrant County, Texas"
2417,947,65.2,34.9,84464,96146,1194.594256,2343.594256,1400000US48439113409,"Census Tract 1134.09, Tarrant County, Texas"
4750,2152,49.4,50.6,48098,60647,2347.671789,4447.671789,1400000US48439113410,"Census Tract 1134.10, Tarrant County, Texas"
4784,1696,50.4,49.5,57462,67581,2364.476177,4608.476177,1400000US48439113509,"Census Tract 1135.09, Tarrant County, Texas"
6254,2744,67.1,33,61023,90679,3091.018815,5881.018815,1400000US48439113510,"Census Tract 1135.10, Tarrant County, Texas"
4016,1409,55.9,44.2,58571,76426,1984.894717,4069.894717,1400000US48439113511,"Census Tract 1135.11, Tarrant County, Texas"
6047,2729,71.1,29,60335,68396,2988.709749,5987.709749,1400000US48439113512,"Census Tract 1135.12, Tarrant County, Texas"
5163,2298,72.1,28,59919,77989,2551.795673,4868.795673,1400000US48439113513,"Census Tract 1135.13, Tarrant County, Texas"
4788,1764,50.7,49.3,57883,67895,2366.453164,4752.453164,1400000US48439113514,"Census Tract 1135.14, Tarrant County, Texas"
4026,1560,69.9,30.1,82813,93785,1989.837184,3933.837184,1400000US48439113516,"Census Tract 1135.16, Tarrant County, Texas"
4460,1769,56.6,43.3,77500,91615,2204.340248,3909.340248,1400000US48439113517,"Census Tract 1135.17, Tarrant County, Texas"
6571,2782,75.2,24.8,84527,100469,3247.695016,6035.695016,1400000US48439113519,"Census Tract 1135.19, Tarrant County, Texas"
5897,2514,56.1,43.9,74316,85354,2914.572745,4909.572745,1400000US48439113520,"Census Tract 1135.20, Tarrant County, Texas"
3685,1856,63.9,36.2,55313,71248,1821.299062,3272.299062,1400000US48439113521,"Census Tract 1135.21, Tarrant County, Texas"
1588,1076,72.9,27.1,66113,71534,784.8637476,1139.863748,1400000US48439113522,"Census Tract 1135.22, Tarrant County, Texas"
4532,1983,63.6,36.3,61806,68469,2239.92601,4251.92601,1400000US48439113607,"Census Tract 1136.07, Tarrant County, Texas"
4183,1686,74.2,25.8,104597,117652,2067.433915,4056.433915,1400000US48439113611,"Census Tract 1136.11, Tarrant County, Texas"
4684,1883,80.1,19.9,96429,133054,2315.051508,4827.051508,1400000US48439113612,"Census Tract 1136.12, Tarrant County, Texas"
4391,1706,77.8,22.2,90042,100921,2170.237227,4197.237227,1400000US48439113613,"Census Tract 1136.13, Tarrant County, Texas"
5302,2275,63,37,72955,86094,2620.495963,5285.495963,1400000US48439113618,"Census Tract 1136.18, Tarrant County, Texas"
5596,2371,52.6,47.4,40794,62794,2765.804491,5699.804491,1400000US48439113619,"Census Tract 1136.19, Tarrant County, Texas"
7446,2868,82.3,17.7,151603,175563,3680.160872,7976.160872,1400000US48439113622,"Census Tract 1136.22, Tarrant County, Texas"
2957,1356,86,14,105972,115821,1461.48747,2668.48747,1400000US48439113623,"Census Tract 1136.23, Tarrant County, Texas"
4754,1542,71.5,28.5,108750,118593,2349.648776,4530.648776,1400000US48439113624,"Census Tract 1136.24, Tarrant County, Texas"
3322,1234,84.4,15.6,118255,136941,1641.887512,3414.887512,1400000US48439113625,"Census Tract 1136.25, Tarrant County, Texas"
3538,1491,75,24.9,92727,107035,1748.644798,3564.644798,1400000US48439113626,"Census Tract 1136.26, Tarrant County, Texas"
5575,2187,74.6,25.4,64746,75571,2755.425311,5528.425311,1400000US48439113628,"Census Tract 1136.28, Tarrant County, Texas"
4955,2119,74.2,25.8,80995,92824,2448.992361,5173.992361,1400000US48439113629,"Census Tract 1136.29, Tarrant County, Texas"
3298,1523,66.1,33.9,57101,69878,1630.025592,3078.025592,1400000US48439113630,"Census Tract 1136.30, Tarrant County, Texas"
5111,1895,85.5,14.6,158304,178819,2526.094845,5058.094845,1400000US48439113632,"Census Tract 1136.32, Tarrant County, Texas"
4762,1691,83.9,16.1,156307,179243,2353.60275,4722.60275,1400000US48439113633,"Census Tract 1136.33, Tarrant County, Texas"
5357,1933,86.3,13.7,188053,284331,2647.679532,5209.679532,1400000US48439113634,"Census Tract 1136.34, Tarrant County, Texas"
4245,1564,57.1,42.9,69340,90079,2098.07721,4123.07721,1400000US48439113635,"Census Tract 1136.35, Tarrant County, Texas"
2802,1373,63.6,36.4,52949,60202,1384.879232,2460.879232,1400000US48439113636,"Census Tract 1136.36, Tarrant County, Texas"
4248,2415,73.4,26.5,51267,67800,2099.55995,3555.55995,1400000US48439113637,"Census Tract 1136.37, Tarrant County, Texas"
1758,756,73.3,26.6,70230,74645,868.8856854,1748.885685,1400000US48439113638,"Census Tract 1136.38, Tarrant County, Texas"
6873,2448,75.5,24.6,149013,187562,3396.957517,6486.957517,1400000US48439113639,"Census Tract 1136.39, Tarrant County, Texas"
6624,2071,83.6,16.4,205728,248003,3273.890091,6855.890091,1400000US48439113640,"Census Tract 1136.40, Tarrant County, Texas"
5159,1900,85.9,14.2,160082,186401,2549.818686,4898.818686,1400000US48439113707,"Census Tract 1137.07, Tarrant County, Texas"
5442,1991,83.9,16.2,138286,155281,2689.6905,5186.6905,1400000US48439113709,"Census Tract 1137.09, Tarrant County, Texas"
4837,1938,70.9,29,75993,90676,2390.671251,4422.671251,1400000US48439113710,"Census Tract 1137.10, Tarrant County, Texas"
4587,1822,85.1,14.9,90893,117616,2267.109578,4292.109578,1400000US48439113711,"Census Tract 1137.11, Tarrant County, Texas"
4893,2418,54.5,45.6,71034,101278,2418.349066,4166.349066,1400000US48439113712,"Census Tract 1137.12, Tarrant County, Texas"
1811,443,54.3,45.8,62540,100492,895.0807601,1860.08076,1400000US48439113713,"Census Tract 1137.13, Tarrant County, Texas"
3399,1445,65.7,34.3,-,116907,1679.944508,3139.944508,1400000US48439113714,"Census Tract 1137.14, Tarrant County, Texas"
6766,3304,76.2,23.7,85606,97887,3344.073121,5584.073121,1400000US48439113715,"Census Tract 1137.15, Tarrant County, Texas"
3116,1803,60.3,39.7,90803,100046,1540.072694,2363.072694,1400000US48439113716,"Census Tract 1137.16, Tarrant County, Texas"
5989,1964,64.4,35.6,78603,91226,2960.043441,5933.043441,1400000US48439113803,"Census Tract 1138.03, Tarrant County, Texas"
6381,2069,59.2,40.8,76647,83529,3153.788145,6393.788145,1400000US48439113808,"Census Tract 1138.08, Tarrant County, Texas"
4660,1583,60.2,39.8,69057,77644,2303.189587,4244.189587,1400000US48439113809,"Census Tract 1138.09, Tarrant County, Texas"
4448,1524,56.9,43,68737,75788,2198.409288,4365.409288,1400000US48439113810,"Census Tract 1138.10, Tarrant County, Texas"
3958,1676,56.1,43.9,72717,80270,1956.228409,3641.228409,1400000US48439113811,"Census Tract 1138.11, Tarrant County, Texas"
5885,1895,73.9,26.1,137545,182365,2908.641785,5619.641785,1400000US48439113812,"Census Tract 1138.12, Tarrant County, Texas"
5640,1914,83.7,16.4,150685,156078,2787.551346,5562.551346,1400000US48439113813,"Census Tract 1138.13, Tarrant County, Texas"
4599,1587,83.4,16.5,153828,174315,2273.040539,4564.040539,1400000US48439113814,"Census Tract 1138.14, Tarrant County, Texas"
6378,1899,88,12,201631,239122,3152.305405,6700.305405,1400000US48439113815,"Census Tract 1138.15, Tarrant County, Texas"
5246,1812,86.6,13.4,168203,201437,2592.818149,5235.818149,1400000US48439113816,"Census Tract 1138.16, Tarrant County, Texas"
7336,2375,88.7,11.2,211066,308266,3625.793736,7635.793736,1400000US48439113906,"Census Tract 1139.06, Tarrant County, Texas"
5233,1594,85.4,14.6,237256,295945,2586.392942,5490.392942,1400000US48439113908,"Census Tract 1139.08, Tarrant County, Texas"
6075,2167,88.6,11.4,174091,187778,3002.548657,6285.548657,1400000US48439113912,"Census Tract 1139.12, Tarrant County, Texas"
4152,1834,65,35,64349,70879,2052.112267,4003.112267,1400000US48439113916,"Census Tract 1139.16, Tarrant County, Texas"
7680,2518,58,42,85184,87600,3795.814598,7244.814598,1400000US48439113917,"Census Tract 1139.17, Tarrant County, Texas"
5670,2106,64.5,35.5,65391,75111,2802.378746,5504.378746,1400000US48439113918,"Census Tract 1139.18, Tarrant County, Texas"
7520,2403,76.3,23.7,120659,119057,3716.735127,7250.735127,1400000US48439113919,"Census Tract 1139.19, Tarrant County, Texas"
6568,1820,68.1,31.9,108789,115351,3246.212276,6415.212276,1400000US48439113920,"Census Tract 1139.20, Tarrant County, Texas"
5044,2130,71.8,28.2,78435,94827,2492.980317,4295.980317,1400000US48439113923,"Census Tract 1139.23, Tarrant County, Texas"
5473,1823,61,39,87765,103784,2705.012148,5287.012148,1400000US48439113924,"Census Tract 1139.24, Tarrant County, Texas"
4070,1495,50.3,49.6,74778,87338,2011.584038,3654.584038,1400000US48439113925,"Census Tract 1139.25, Tarrant County, Texas"
11284,3748,71.9,28,89068,102874,5577.079678,10926.07968,1400000US48439113930,"Census Tract 1139.30, Tarrant County, Texas"
11729,3767,70.9,29.1,102405,110466,5797.019456,11504.01946,1400000US48439113931,"Census Tract 1139.31, Tarrant County, Texas"
4860,1959,64.9,35.1,105388,150587,2402.038925,4496.038925,1400000US48439113932,"Census Tract 1139.32, Tarrant County, Texas"
2532,1578,82.1,17.9,97839,92961,1251.432625,2190.432625,1400000US48439113933,"Census Tract 1139.33, Tarrant County, Texas"
6787,2444,60.6,39.5,96574,113474,3354.452302,6293.452302,1400000US48439113934,"Census Tract 1139.34, Tarrant County, Texas"
3193,1236,73.2,26.9,99226,118942,1578.129689,3042.129689,1400000US48439113935,"Census Tract 1139.35, Tarrant County, Texas"
6007,2003,81.5,18.5,96286,115098,2968.939882,5504.939882,1400000US48439113936,"Census Tract 1139.36, Tarrant County, Texas"
0,0,#VALUE!,#VALUE!,-,-,0,0,1400000US48439113937,"Census Tract 1139.37, Tarrant County, Texas"
1939,788,83.6,16.4,113193,111651,958.3443367,1953.344337,1400000US48439113938,"Census Tract 1139.38, Tarrant County, Texas"
4211,1216,79,21.1,109821,148632,2081.272822,4486.272822,1400000US48439113939,"Census Tract 1139.39, Tarrant County, Texas"
7147,2501,70.3,29.7,127447,129642,3532.381111,7167.381111,1400000US48439113940,"Census Tract 1139.40, Tarrant County, Texas"
6021,2457,62.7,37.3,65682,78308,2975.859335,5939.859335,1400000US48439113941,"Census Tract 1139.41, Tarrant County, Texas"
5946,2142,80,20,92593,109442,2938.790833,5861.790833,1400000US48439113942,"Census Tract 1139.42, Tarrant County, Texas"
5111,1595,72.9,27,103077,123631,2526.094845,4981.094845,1400000US48439113943,"Census Tract 1139.43, Tarrant County, Texas"
6187,1909,67.8,32.1,108385,119877,3057.904286,6002.904286,1400000US48439113944,"Census Tract 1139.44, Tarrant County, Texas"
4125,1159,72.9,27.1,134402,156538,2038.767606,3954.767606,1400000US48439113945,"Census Tract 1139.45, Tarrant County, Texas"
7214,1998,68.5,31.5,124155,131241,3565.495639,6804.495639,1400000US48439113946,"Census Tract 1139.46, Tarrant County, Texas"
3191,985,73.8,26.3,88028,116839,1577.141196,3403.141196,1400000US48439113947,"Census Tract 1139.47, Tarrant County, Texas"
5802,1734,54.5,45.6,81473,89748,2867.61931,5948.61931,1400000US48439113948,"Census Tract 1139.48, Tarrant County, Texas"
3329,965,67.5,32.5,162181,166908,1645.347239,3489.347239,1400000US48439113949,"Census Tract 1139.49, Tarrant County, Texas"
6922,2651,80.1,19.9,142658,171114,3421.175605,6430.175605,1400000US48439113950,"Census Tract 1139.50, Tarrant County, Texas"
3876,1685,74.9,25.1,83634,95611,1915.70018,3908.70018,1400000US48439113951,"Census Tract 1139.51, Tarrant County, Texas"
5157,2191,68.2,31.9,79684,108468,2548.830193,5146.830193,1400000US48439113952,"Census Tract 1139.52, Tarrant County, Texas"
7891,2848,79.3,20.7,243170,232552,3900.10065,7652.10065,1400000US48439113953,"Census Tract 1139.53, Tarrant County, Texas"
4162,1376,86,14,171489,261139,2057.054734,4373.054734,1400000US48439113954,"Census Tract 1139.54, Tarrant County, Texas"
4549,1170,90.6,9.4,182213,319659,2248.328204,4792.328204,1400000US48439113955,"Census Tract 1139.55, Tarrant County, Texas"
5706,1649,93.5,6.5,228958,301514,2820.171627,6426.171627,1400000US48439113956,"Census Tract 1139.56, Tarrant County, Texas"
4174,1287,90.4,9.6,"250,000+",277753,2062.985694,4278.985694,1400000US48439113957,"Census Tract 1139.57, Tarrant County, Texas"
2018,737,93.2,6.8,222431,260604,997.3898254,2095.389825,1400000US48439113958,"Census Tract 1139.58, Tarrant County, Texas"
8206,2749,46.7,53.4,85285,88439,4055.788358,8461.788358,1400000US48439114003,"Census Tract 1140.03, Tarrant County, Texas"
6129,2600,63.6,36.4,88173,88095,3029.237978,5677.237978,1400000US48439114006,"Census Tract 1140.06, Tarrant County, Texas"
